strategy,date,code,name,industry,prev_vol_ratio,buy,sell,ret,equity_after
A_no_lookahead,2024-03-04,sz.002023,海特高新,C43金属制品、机械和设备修理业,1.9052593289019748,8.38,8.12,-0.03252625298329376,683895.7726954316
A_no_lookahead,2024-03-04,sh.600547,山东黄金,B09有色金属矿采选业,2.16994567679794,23.33,23.75,0.016502571795970866,687712.8238137262
A_no_lookahead,2024-03-05,sz.001337,四川黄金,B09有色金属矿采选业,2.645709592017724,24.11,24.1,-0.0019147656574035042,687273.8875146614
A_no_lookahead,2024-03-05,sz.000506,招金黄金,B09有色金属矿采选业,2.8686821938561677,3.56,3.67,0.0293988764044944,694013.2156176899
A_no_lookahead,2024-03-05,sh.600547,山东黄金,B09有色金属矿采选业,1.5795129359618796,23.75,24.6,0.03428947368421059,701873.6525425082
A_no_lookahead,2024-03-07,sz.301023,奕帆传动,C34通用设备制造业,2.7630925163495865,35.08,33.97,-0.033141961231470896,678612.1831605536
A_no_lookahead,2024-03-08,sz.001337,四川黄金,B09有色金属矿采选业,1.6030018170696347,27.0,27.98,0.03479629629629627,702225.3737560847
A_no_lookahead,2024-03-13,sz.300189,神农种业,A05农、林、牧、渔专业及辅助性活动,1.5653496140422094,3.1,2.94,-0.053112903225806474,664928.145437072
A_no_lookahead,2024-03-14,sh.688197,首药控股,C27医药制造业,3.8136279500231374,46.0,50.0,0.08545652173913038,683868.9609422396
A_no_lookahead,2024-03-14,sh.688222,成都先导,M73研究和试验发展,4.5092153238479815,14.6,14.01,-0.04191095890410962,674579.7022163733
A_no_lookahead,2024-03-14,sz.300725,药石科技,M73研究和试验发展,2.252432828837645,34.6,33.4,-0.036182080924855586,666560.2075605672
A_no_lookahead,2024-03-15,sh.601118,海南橡胶,A01农业,1.651131530675329,4.68,5.15,0.09892735042735051,699530.7251777031
A_no_lookahead,2024-03-15,sz.002772,众兴菌业,A01农业,7.0313178020146765,8.14,9.0,0.10415110565110558,734242.2164779347
A_no_lookahead,2024-03-18,sh.601118,海南橡胶,A01农业,3.3243987556647654,5.15,5.24,0.015975728155339708,738152.2344948099
A_no_lookahead,2024-03-18,sz.300725,药石科技,M73研究和试验发展,1.6647615066438346,36.3,37.5,0.03155785123966953,745875.9367086419
A_no_lookahead,2024-03-18,sz.002772,众兴菌业,A01农业,2.755052691906952,9.0,8.64,-0.041499999999999926,735718.9193806972
A_no_lookahead,2024-03-21,sh.601949,中国出版,R86新闻和出版业,1.5672793972608006,8.87,8.73,-0.017283540022547783,729361.0056864662
A_no_lookahead,2024-03-21,sz.000719,中原传媒,R86新闻和出版业,3.357224984034181,12.78,12.5,-0.023409233176838795,720749.6978182689
A_no_lookahead,2024-03-25,sz.301299,卓创资讯,I64互联网和相关服务,1.5798404147413934,53.0,49.47,-0.06810377358490566,696206.8107024666
A_no_lookahead,2024-03-25,sh.600637,东方明珠,I63电信、广播电视和卫星传输服务,1.513416461915696,7.86,7.43,-0.056207379134860125,675951.084939163
A_no_lookahead,2024-03-29,sh.605128,上海沿浦,C36汽车制造业,1.6894507621582386,51.7,49.35,-0.046954545454545527,660081.5969677503
A_no_lookahead,2024-03-29,sh.603982,泉峰汽车,C36汽车制造业,1.5234504573143517,12.21,11.72,-0.04163104013104019,646011.323595889
A_no_lookahead,2024-04-01,sz.001236,弘业期货,J67资本市场服务,1.5987952527367435,10.03,9.87,-0.01745214356929209,642253.2294736278
A_no_lookahead,2024-04-01,sh.600489,中金黄金,B09有色金属矿采选业,2.2582459689758667,13.58,13.23,-0.02727319587628868,636380.298351384
A_no_lookahead,2024-04-01,sh.601020,华钰矿业,B09有色金属矿采选业,1.839452325368319,8.99,8.86,-0.01596051167964413,632943.4079262392
A_no_lookahead,2024-04-03,sh.601022,宁波远洋,G55水上运输业,1.7742858796071985,9.78,9.01,-0.08023210633946826,616015.946989038
A_no_lookahead,2024-04-03,sh.603167,渤海轮渡,G55水上运输业,3.532710960854036,10.0,9.6,-0.04150000000000004,607260.2298460584
A_no_lookahead,2024-04-03,sz.000506,招金黄金,B09有色金属矿采选业,2.2775589495037836,4.68,5.3,0.13097863247863245,634894.2505149064
A_no_lookahead,2024-04-08,sz.000506,招金黄金,B09有色金属矿采选业,1.7581029237964072,5.3,5.5,0.036235849056603764,642562.8945910942
A_no_lookahead,2024-04-08,sz.000923,河钢资源,B08黑色金属矿采选业,2.5950146177085127,19.29,18.1,-0.06318999481596671,629189.9064581862
A_no_lookahead,2024-04-08,sz.001337,四川黄金,B09有色金属矿采选业,3.03574384450197,30.88,30.81,-0.00376683937823835,628392.7249035673
A_no_lookahead,2024-04-10,sh.688305,科德数控,C34通用设备制造业,1.5034862221730716,81.62,79.23,-0.030782038716000992,618721.1203101499
A_no_lookahead,2024-04-10,sz.000506,招金黄金,B09有色金属矿采选业,1.831672276616724,5.41,5.7,0.05210443622920519,635092.144640967
A_no_lookahead,2024-04-11,sz.002679,福建金森,A02林业,3.900429915395149,9.81,9.65,-0.017809887869520924,623781.2247580978
A_no_lookahead,2024-04-16,sh.600603,广汇物流,G53铁路运输业,5.200160022644217,8.07,7.73,-0.04363135068153651,596564.8073921188
A_no_lookahead,2024-04-17,sh.603860,中公高科,M74专业技术服务业,4.503011945791069,33.5,33.13,-0.01254477611940291,594070.2167423025
A_no_lookahead,2024-04-17,sh.688259,创耀科技,I65软件和信息技术服务业,1.623582830850772,43.96,45.2,0.026707461328480397,599381.1272500884
A_no_lookahead,2024-04-17,sh.688004,博汇科技,I65软件和信息技术服务业,1.551499493758237,15.6,16.51,0.05683333333333335,610682.7161012391
A_no_lookahead,2024-04-18,sh.603828,*ST利达,E50建筑装饰、装修和其他建筑业,1.983526704948359,2.4,2.37,-0.013999999999999955,602133.1580758218
A_no_lookahead,2024-04-26,sh.600109,国金证券,J67资本市场服务,2.073169037810249,8.44,8.78,0.038784360189573486,613809.8327182708
A_no_lookahead,2024-04-26,sz.300860,锋尚文化,R88文化艺术业,1.5661077267283303,38.6,37.4,-0.032588082901554516,603998.650081696
A_no_lookahead,2024-04-30,sz.300135,宝利国际,C25石油、煤炭及其他燃料加工业,1.678748864210018,3.18,3.13,-0.01722327044025168,598797.234033744
A_no_lookahead,2024-04-30,sh.600159,大龙地产,E47房屋建筑业,2.0093728250752507,2.68,2.73,0.017156716417910334,603978.5508118701
A_no_lookahead,2024-05-06,sh.600159,大龙地产,E47房屋建筑业,2.6795682636397977,2.73,2.62,-0.04179304029304026,595564.5175084659
A_no_lookahead,2024-05-06,sh.600503,华丽家族,K70房地产业,1.8074517237665415,2.33,2.27,-0.027251072961373468,590078.1629900397
A_no_lookahead,2024-05-06,sh.600638,新黄浦,K70房地产业,1.5983467653297074,4.44,4.37,-0.017265765765765828,586602.1122614181
A_no_lookahead,2024-05-08,sz.301080,百普赛斯,M73研究和试验发展,2.845043412779185,45.88,45.5,-0.009782476024411567,583732.9017118849
A_no_lookahead,2024-05-08,sh.688315,诺禾致源,M73研究和试验发展,2.0721362203632117,15.8,15.78,-0.0027658227848102444,582921.6829680296
A_no_lookahead,2024-05-10,sh.601069,西部黄金,B09有色金属矿采选业,2.1407317131634476,15.32,14.58,-0.04980287206266315,553890.5089686206
A_no_lookahead,2024-05-13,sh.600101,明星电力,D44电力、热力生产和供应业,2.3581980958018707,10.8,10.8,-0.0015,553613.5637141363
A_no_lookahead,2024-05-13,sz.000722,湖南发展,D44电力、热力生产和供应业,2.542535667753273,10.81,10.57,-0.02370166512488442,549237.5212609943
A_no_lookahead,2024-05-13,sz.000862,银星能源,D44电力、热力生产和供应业,1.854169888503594,5.54,5.48,-0.012330324909747224,546960.9712809914
A_no_lookahead,2024-05-14,sz.300467,迅游科技,I64互联网和相关服务,2.2045899410084395,16.25,15.61,-0.040884615384615464,524598.6823397725
A_no_lookahead,2024-05-15,sz.301223,中荣股份,C23印刷和记录媒介复制业,1.623272077970389,16.4,15.38,-0.06369512195121935,507891.4938162321
A_no_lookahead,2024-05-15,sz.002229,鸿博股份,C23印刷和记录媒介复制业,2.083284148113957,18.0,18.26,0.012944444444444482,511286.81306582
A_no_lookahead,2024-05-16,sh.601212,白银有色,C32有色金属冶炼和压延加工业,1.6699892742340336,3.34,3.19,-0.04641017964071853,499422.35664466245
A_no_lookahead,2024-05-16,sh.600531,豫光金铅,C32有色金属冶炼和压延加工业,2.4962323071451102,7.5,7.13,-0.05083333333333334,486427.1501459062
A_no_lookahead,2024-05-17,sz.002208,合肥城建,K70房地产业,2.3974393892769785,5.88,5.9,0.0019013605442178018,486735.4412762141
A_no_lookahead,2024-05-17,sh.600266,城建发展,K70房地产业,2.246700260924889,4.45,4.84,0.08614044943820215,500702.4590537182
A_no_lookahead,2024-05-17,sh.600322,津投城开,K70房地产业,2.1778912868008162,1.94,2.05,0.05520103092783507,509652.88577349915
A_no_lookahead,2024-05-20,sh.600749,西藏旅游,N78公共设施管理业,2.4590616357358255,12.8,12.1,-0.05618750000000011,495334.8250137999
A_no_lookahead,2024-05-20,sz.000558,天府文旅,N78公共设施管理业,1.7874435843946113,2.69,2.69,-0.0015,494952.58534946974
A_no_lookahead,2024-05-21,sz.000612,焦作万方,C32有色金属冶炼和压延加工业,1.9088625893419768,8.88,8.3,-0.06681531531531532,483929.11433071794
A_no_lookahead,2024-05-21,sz.301428,世纪恒通,I64互联网和相关服务,1.725600410326939,26.2,26.11,-0.004935114503816838,483114.898436498
A_no_lookahead,2024-05-21,sh.601600,中国铝业,C32有色金属冶炼和压延加工业,2.1974645258541257,8.49,8.13,-0.043902826855123644,475871.6258844668
A_no_lookahead,2024-05-23,sz.000665,湖北广电,I63电信、广播电视和卫星传输服务,1.7484768096661343,4.05,4.0,-0.013845679012345622,469282.8601013874
A_no_lookahead,2024-05-27,sz.300240,飞力达,G58多式联运和运输代理业,1.6706394841664975,5.55,5.54,-0.0033018018018017834,467733.38110834995
A_no_lookahead,2024-05-28,sh.600895,张江高科,K70房地产业,1.8928008484650125,20.01,19.64,-0.019990754622688678,463058.20948306116
A_no_lookahead,2024-05-28,sz.002016,世荣兆业,K70房地产业,1.5160130344801739,6.88,6.38,-0.07417441860465118,445711.2836802114
A_no_lookahead,2024-05-30,sz.002996,顺博合金,C42废弃资源综合利用业,1.7915669391628442,7.31,6.9,-0.057587551299589534,420043.8622664713
A_no_lookahead,2024-05-31,sh.601020,华钰矿业,B09有色金属矿采选业,2.573900726384697,16.71,16.24,-0.02962687013764226,413821.5697867301
A_no_lookahead,2024-05-31,sz.002155,湖南黄金,B09有色金属矿采选业,1.9108864252139255,19.91,18.99,-0.04770793571069826,403801.856998389
A_no_lookahead,2024-06-04,sz.002811,郑中设计,M74专业技术服务业,4.0962012826837695,8.0,8.4,0.04850000000000004,413594.05203059997
A_no_lookahead,2024-06-04,sz.301306,西测测试,M74专业技术服务业,3.484713252125572,50.44,45.55,-0.09844686756542426,393717.53806130355
A_no_lookahead,2024-06-07,sz.002494,华斯股份,C19皮革、毛皮、羽毛及其制品和制鞋业,1.8890282142709693,3.14,3.26,0.03671656050955413,398536.1893312704
A_no_lookahead,2024-06-07,sz.002659,凯文教育,P83教育,1.919942312761026,3.34,3.38,0.010476047904191712,399911.0572610873
A_no_lookahead,2024-06-07,sz.300591,万里马,C19皮革、毛皮、羽毛及其制品和制鞋业,2.3016133152058296,3.12,3.26,0.04337179487179471,405603.13602716156
A_no_lookahead,2024-06-27,sz.300508,维宏股份,C40仪器仪表制造业,2.1128037358047487,19.88,19.99,0.004033199195171035,406421.07514805335
A_no_lookahead,2024-06-27,sh.600683,京投发展,K70房地产业,1.8334969847019087,3.91,3.71,-0.052650895140664955,395743.3910562079
A_no_lookahead,2024-07-02,sz.000663,永安林业,A02林业,2.437957504818232,4.43,4.52,0.018816027088036036,403189.7094222327
A_no_lookahead,2024-07-10,sz.002357,富临运业,G54道路运输业,2.1792247980077324,5.38,5.43,0.007793680297397744,406332.0411166703
A_no_lookahead,2024-07-11,sz.002291,遥望科技,I64互联网和相关服务,1.5686352687929415,4.28,4.28,-0.0015,406128.87509611197
A_no_lookahead,2024-07-11,sz.301428,世纪恒通,I64互联网和相关服务,1.6843561325982015,27.8,28.94,0.039507194244604416,411479.88805484626
A_no_lookahead,2024-07-11,sz.003010,若羽臣,I64互联网和相关服务,3.192156488918063,11.88,13.13,0.10371885521885532,425527.9861026335
A_no_lookahead,2024-07-16,sz.002306,ST云网,H62餐饮业,1.6592214945620862,2.66,2.56,-0.03909398496240607,408892.4014128542
A_no_lookahead,2024-07-17,sh.603505,金石资源,B10非金属矿采选业,1.5994528120585523,26.23,25.2,-0.04076801372474276,403335.8244019401
A_no_lookahead,2024-07-17,sh.601069,西部黄金,B09有色金属矿采选业,1.568258346192567,12.99,12.27,-0.056927251732101614,395576.7841797491
A_no_lookahead,2024-07-17,sh.600834,申通地铁,S91综合,1.7815524834449823,7.3,7.0,-0.04259589041095885,389771.07220626384
A_no_lookahead,2024-07-18,sh.603619,中曼石油,B07石油和天然气开采业,1.924788448704533,21.98,21.35,-0.0301624203821656,378014.6332735711
A_no_lookahead,2024-07-19,sz.300192,科德教育,P83教育,1.7077903995183537,9.52,9.38,-0.016205882352941015,371888.5725990495
A_no_lookahead,2024-07-22,sh.688561,奇安信,I65软件和信息技术服务业,1.6980961386388687,23.66,23.42,-0.011643702451394731,370445.1859709104
A_no_lookahead,2024-07-22,sz.002670,国盛证券,J67资本市场服务,6.680367574558215,9.1,8.77,-0.03776373626373625,365763.88531253446
A_no_lookahead,2024-07-22,sh.688318,财富趋势,I65软件和信息技术服务业,2.330797567080199,83.5,82.5,-0.0134760479041916,364093.35590607906
A_no_lookahead,2024-07-23,sh.603291,联合水务,D46水的生产和供应业,2.468602146884861,12.68,11.74,-0.07563249211356465,336556.06803691125
A_no_lookahead,2024-07-25,sh.600834,申通地铁,S91综合,3.406478025925072,8.73,9.8,0.12106586483390608,377301.51947889884
A_no_lookahead,2024-07-26,sh.600834,申通地铁,S91综合,2.073581084299124,9.8,8.62,-0.12190816326530624,331305.3842420171
A_no_lookahead,2024-07-30,sh.600653,申华控股,F52零售业,4.2180149311132284,1.36,1.33,-0.0235588235294118,323500.21916031546
A_no_lookahead,2024-08-01,sz.300989,蕾奥规划,M74专业技术服务业,1.7061630957162472,13.5,12.4,-0.08298148148148149,314552.04334514646
A_no_lookahead,2024-08-01,sz.301505,苏州规划,M74专业技术服务业,1.517699404531253,25.98,24.82,-0.04614973056197075,309575.56069481745
A_no_lookahead,2024-08-01,sz.301027,华蓝集团,M74专业技术服务业,1.6148599315006162,7.86,7.56,-0.039667938931297775,305298.0317155132
A_no_lookahead,2024-08-05,sz.300192,科德教育,P83教育,1.8156345822896074,12.09,11.34,-0.06353473945409432,285901.00081462023
A_no_lookahead,2024-08-07,sz.000721,西安饮食,H62餐饮业,1.8444435431843398,7.61,7.29,-0.04354993429697768,273450.0310137034
A_no_lookahead,2024-08-08,sz.002285,世联行,K70房地产业,3.4196087913662656,1.83,1.9,0.0367513661202184,283499.69321907306
A_no_lookahead,2024-08-12,sz.300564,筑博设计,M74专业技术服务业,2.98364073211483,9.19,8.67,-0.058083242655059764,267033.11174519465
A_no_lookahead,2024-08-14,sz.301038,深水规院,M74专业技术服务业,2.398268090760756,14.5,14.0,-0.035982758620689614,257424.52374153567
A_no_lookahead,2024-08-15,sz.300436,广生堂,C27医药制造业,2.281879629905868,26.0,26.72,0.02619230769230768,260795.7949082277
A_no_lookahead,2024-08-15,sz.002022,科华生物,C27医药制造业,1.589110322810316,6.29,6.0,-0.04760492845786962,254668.4568902192
A_no_lookahead,2024-08-21,sz.300788,中信出版,R86新闻和出版业,5.565694836051486,31.6,28.0,-0.11542405063291145,239971.02445886817
A_no_lookahead,2024-08-21,sh.600880,博瑞传播,R86新闻和出版业,1.6681928483658734,3.78,3.78,-0.0015,239780.0231162005
A_no_lookahead,2024-08-26,sz.000779,甘咨询,M74专业技术服务业,2.623579617631948,6.45,7.0,0.08377131782945729,259866.71164182233
A_no_lookahead,2024-08-27,sh.601965,中国汽研,M74专业技术服务业,2.085678382875788,15.78,15.5,-0.019243979721166038,258199.7550654752
A_no_lookahead,2024-08-27,sz.301136,招标股份,M74专业技术服务业,1.5768058820720465,12.66,13.27,0.046683254344391634,262243.56299721386
A_no_lookahead,2024-08-27,sz.002828,贝肯能源,B11开采专业及辅助性活动,1.986666906869,7.98,7.6,-0.04911904761904767,257988.76120263385
A_no_lookahead,2024-09-02,sz.000504,南华生物,M75科技推广和应用服务业,3.655804932613199,7.31,7.62,0.04090766073871427,268542.4779203124
A_no_lookahead,2024-09-03,sh.603429,*ST集友,C23印刷和记录媒介复制业,1.5469744049154188,3.77,4.0,0.0595079575596818,284522.8922993661
A_no_lookahead,2024-09-04,sz.002468,申通快递,G60邮政业,2.554101808582064,10.53,10.45,-0.009097340930674323,281934.49054553726
A_no_lookahead,2024-09-05,sz.000006,深振业A,K70房地产业,3.884500176480734,4.25,4.13,-0.029735294117647137,273551.0855472567
A_no_lookahead,2024-09-06,sh.600561,江西长运,G54道路运输业,2.4397018339433907,4.49,4.54,0.009635857461024524,276186.9848158986
A_no_lookahead,2024-09-10,sz.002219,新里程,Q84卫生,2.678348608836871,2.0,1.83,-0.08649999999999997,268223.5934203735
A_no_lookahead,2024-09-10,sz.300143,盈康生命,Q84卫生,21.873770068574522,9.18,8.05,-0.12459368191721126,256753.20897509827
A_no_lookahead,2024-09-10,sz.002524,光正眼科,Q84卫生,3.1915910265097485,3.72,3.53,-0.05257526881720437,251913.00731826192
A_no_lookahead,2024-09-13,sh.601069,西部黄金,B09有色金属矿采选业,1.5490843208148852,10.48,10.43,-0.006270992366412318,250333.26277236914
A_no_lookahead,2024-09-19,sz.300175,朗源股份,C13农副食品加工业,2.783377453495416,4.35,4.56,0.04677586206896561,262042.8169430836
A_no_lookahead,2024-09-24,sh.600657,信达地产,K70房地产业,1.5943868766410643,3.41,3.35,-0.01909530791788855,260374.88751735058
A_no_lookahead,2024-09-24,sh.600605,汇通能源,K70房地产业,1.9338488635495803,26.98,27.6,0.021479985174203187,262251.1127916652
A_no_lookahead,2024-09-24,sz.000965,天保基建,K70房地产业,1.68560192986794,2.99,2.95,-0.014877926421404673,260951.56154175292
A_no_lookahead,2024-09-25,sz.300803,指南针,J69其他金融业,4.315827265664635,47.0,44.82,-0.047882978723404246,256786.5155187053
A_no_lookahead,2024-09-25,sh.600569,安阳钢铁,C31黑色金属冶炼和压延加工业,4.544385586757259,1.64,1.53,-0.06857317073170727,250821.7568579359
A_no_lookahead,2024-09-25,sh.600231,凌钢股份,C31黑色金属冶炼和压延加工业,4.089353712230527,1.72,1.65,-0.042197674418604725,247151.2405136141
A_no_lookahead,2024-09-26,sz.002659,凯文教育,P83教育,1.5279977645796796,4.68,4.6,-0.018594017094017146,245619.39571664153
A_no_lookahead,2024-09-26,sz.300192,科德教育,P83教育,1.6896687091875466,11.4,11.53,0.00990350877192975,246435.28387611482
A_no_lookahead,2024-09-26,sz.300359,全通教育,P83教育,1.680479300394922,4.66,4.79,0.026396995708154514,248609.96728781582
A_no_lookahead,2024-09-27,sh.601155,新城控股,K70房地产业,1.6741280000532324,12.68,14.36,0.13099211356466883,259465.28231057388
A_no_lookahead,2024-09-27,sz.000002,万科A,K70房地产业,1.925005873437351,8.52,9.72,0.13934507042253524,271012.8067770622
A_no_lookahead,2024-09-27,sh.600657,信达地产,K70房地产业,2.126164083623687,3.99,4.56,0.1413571428571428,282727.07166426664
A_no_lookahead,2024-09-30,sz.000783,长江证券,J67资本市场服务,3.7270465136959037,7.0,7.94,0.13278571428571434,295241.11038388265
A_no_lookahead,2024-09-30,sz.002670,国盛证券,J67资本市场服务,1.8587914850674991,12.0,13.68,0.1384999999999999,308293.6768590496
A_no_lookahead,2024-09-30,sz.000563,陕国投A,J69其他金融业,1.8414512864834738,3.59,4.11,0.14334679665738165,321803.0168761811
A_no_lookahead,2024-10-10,sz.300498,温氏股份,A03畜牧业,1.5687388113240806,19.4,19.0,-0.022118556701030856,314685.1986008425
A_no_lookahead,2024-10-17,sz.300440,运达科技,I65软件和信息技术服务业,3.4052022612847876,8.18,7.5,-0.08462958435207818,301369.35982117226
A_no_lookahead,2024-10-17,sz.300249,依米康,I65软件和信息技术服务业,2.1246370192692163,9.65,9.24,-0.04398704663212433,294448.32356852497
A_no_lookahead,2024-10-21,sh.603083,剑桥科技,C39计算机、通信和其他电子设备制造业,1.8341811977046367,34.73,37.4,0.07537877915346974,301846.7086199854
A_no_lookahead,2024-10-21,sz.300102,乾照光电,C39计算机、通信和其他电子设备制造业,2.2187830371137904,10.6,11.0,0.036235849056603764,305403.23695591843
A_no_lookahead,2024-10-21,sh.688693,锴威特,C39计算机、通信和其他电子设备制造业,2.7366771418189826,36.0,35.88,-0.004833333333333299,304928.84799016913
A_no_lookahead,2024-10-22,sz.300424,航新科技,C43金属制品、机械和设备修理业,1.7720202687679072,17.49,15.93,-0.09069382504288154,277273.68440002133
A_no_lookahead,2024-10-24,sz.300424,航新科技,C43金属制品、机械和设备修理业,2.0478877112126823,20.8,20.89,0.0028269230769231725,278057.51577707526
A_no_lookahead,2024-10-25,sh.600439,瑞贝卡,C19皮革、毛皮、羽毛及其制品和制鞋业,2.3234967345059405,3.83,3.96,0.03244255874673635,287078.4130676446
A_no_lookahead,2024-10-28,sh.600307,酒钢宏兴,C31黑色金属冶炼和压延加工业,4.113407109660619,1.67,1.85,0.10628443113772473,297249.068342583
A_no_lookahead,2024-10-28,sh.601388,怡球资源,C42废弃资源综合利用业,1.5975174213715595,2.7,2.69,-0.005203703703703764,296751.11134213855
A_no_lookahead,2024-10-28,sh.600569,安阳钢铁,C31黑色金属冶炼和压延加工业,1.8663719742740827,1.77,2.05,0.1566920903954801,311745.4168924673
A_no_lookahead,2024-10-29,sh.601801,皖新传媒,R86新闻和出版业,2.4790360558104765,7.98,7.7,-0.03658771929824561,300339.3630866911
A_no_lookahead,2024-10-30,sz.000592,平潭发展,C20木材加工和木、竹、藤、棕、草制品业,1.7698973112481937,2.47,2.54,0.026840080971659852,308400.4959109147
A_no_lookahead,2024-10-31,sz.000415,渤海租赁,L71租赁业,1.741502768232987,3.18,3.66,0.14944339622641506,354488.91341775237
A_no_lookahead,2024-11-05,sz.300607,拓斯达,C34通用设备制造业,1.6497846272684262,15.59,18.99,0.21658851828094933,380081.65625247726
A_no_lookahead,2024-11-05,sz.301255,通力科技,C34通用设备制造业,5.2928459854128045,37.01,35.8,-0.034193866522561456,376041.2073894325
A_no_lookahead,2024-11-05,sz.300024,机器人,C34通用设备制造业,1.6841036286718911,16.15,18.8,0.16258668730650166,395252.933429257
A_no_lookahead,2024-11-07,sz.000998,隆平高科,A05农、林、牧、渔专业及辅助性活动,2.905166520903948,12.19,11.68,-0.04333757178014769,386688.2822423548
A_no_lookahead,2024-11-07,sz.002041,登海种业,A05农、林、牧、渔专业及辅助性活动,2.36455806113516,11.5,11.15,-0.03193478260869559,380377.12399009854
A_no_lookahead,2024-11-08,sz.000798,中水渔业,A04渔业,1.7561578540802771,8.8,8.04,-0.08786363636363653,346955.80668678664
A_no_lookahead,2024-11-14,sh.600604,市北高新,K70房地产业,3.0399631138259973,5.5,4.96,-0.09968181818181815,312370.6210475083
A_no_lookahead,2024-11-21,sz.001300,三柏硕,C24文教、工美、体育和娱乐用品制造业,1.7378882755318315,13.42,13.7,0.019364381520119267,318419.48492914886
A_no_lookahead,2024-11-22,sz.000504,南华生物,M75科技推广和应用服务业,1.9518232694661612,10.46,10.01,-0.04452103250478018,304243.1206904629
A_no_lookahead,2024-11-25,sz.002292,奥飞娱乐,C24文教、工美、体育和娱乐用品制造业,1.711317703297597,8.01,9.23,0.15080961298377044,327184.5143326145
A_no_lookahead,2024-11-25,sz.001300,三柏硕,C24文教、工美、体育和娱乐用品制造业,3.124549365215949,13.13,13.38,0.01754036557501909,329852.7821129122
