strategy,date,code,name,industry,buy,sell,hold,ret,equity_after
B_all_open_limit_down,2024-04-29,sz.000691,亚太实业,C26化学原料和化学制品制造业,3.89,4.0067,intraday_rebound,0.028500000000000025,577889.5940747957
B_all_open_limit_down,2024-04-30,sh.603688,石英股份,C30非金属矿物制品业,78.28,70.45,next_open,-0.1015255493101686,566155.482378981
B_all_open_limit_down,2024-04-30,sz.002715,登云股份,C36汽车制造业,16.18,16.6654,intraday_rebound,0.028500000000000025,569449.4530652072
B_all_open_limit_down,2024-04-30,sh.605168,三人行,L72商务服务业,52.13,51.48,next_open,-0.013968827930174675,567834.9650047534
B_all_open_limit_down,2024-04-30,sz.000004,国华退,I65软件和信息技术服务业,10.21,10.516300000000001,intraday_rebound,0.028500000000000025,571128.9356909797
B_all_open_limit_down,2024-04-30,sh.600749,西藏旅游,N78公共设施管理业,11.84,10.66,next_open,-0.10116216216216217,559436.8235254557
B_all_open_limit_down,2024-05-06,sh.603688,石英股份,C30非金属矿物制品业,70.45,72.5635,intraday_rebound,0.028500000000000025,562625.6134195508
B_all_open_limit_down,2024-05-06,sz.002689,ST远智,C34通用设备制造业,2.97,2.94,next_open,-0.011601010101010166,561327.6069714316
B_all_open_limit_down,2024-05-06,sz.002425,凯撒文化,I64互联网和相关服务,2.93,3.0179,intraday_rebound,0.028500000000000025,564516.3968655267
B_all_open_limit_down,2024-05-06,sh.600749,西藏旅游,N78公共设施管理业,10.66,10.979800000000001,intraday_rebound,0.028500000000000025,567705.1867596218
B_all_open_limit_down,2024-05-06,sz.002253,川大智胜,I65软件和信息技术服务业,11.16,11.4948,intraday_rebound,0.028500000000000025,570893.9766537169
B_all_open_limit_down,2024-05-08,sz.002305,*ST南置,K70房地产业,2.16,1.94,next_open,-0.10335185185185197,559093.3867140709
B_all_open_limit_down,2024-05-09,sh.603580,艾艾精工,C29橡胶和塑料制品业,24.06,24.7818,intraday_rebound,0.028500000000000025,562280.2190183412
B_all_open_limit_down,2024-05-09,sz.002305,*ST南置,K70房地产业,1.94,1.9982,intraday_rebound,0.028500000000000025,565467.0513226113
B_all_open_limit_down,2024-05-13,sh.688147,微导纳米,C35专用设备制造业,24.33,25.0599,intraday_rebound,0.028500000000000025,568690.2135151501
B_all_open_limit_down,2024-05-13,sh.603139,康惠股份,C27医药制造业,14.89,15.3367,intraday_rebound,0.028500000000000025,571913.3757076891
